"","Course.Identifier","College","Department","Merged","Subject.Code","Catalog.Number","Course.Description","Course.Level","Total.Student.Count","D_GRADE_COUNT","FAIL_GRADE_COUNT","WITHDRAW_GRADE_COUNT","DEW_COUNT","PASS_GRADE_COUNT","WITHDRAW_FULLMED_GRADE_COUNT","INCOMPLETE_UNGRADED_COUNT","TERM_LD","ACAD_YR_SID","Percent.D.Grade","Percent.E.Grade","Percent.W.Grade","Percent.DEW","Percent.Passed","Per.Full..Medical.Withdrawal","Per.Ungraded..Incomplete","P.F.Opt","Units","Class..","Sections","Total.Enroll","Max.Enroll","Rm.Cap","Early_Morning","Mid_Morning","Early_Afternoon","Mid_Afternoon","Evening","Asynchronous","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","Laboratory","Lecture","Colloquim","Seminar","Workshop","Discussion","Studio","Practicum","In_Person","Full_Online","IntractTV","Hybrid","Live_Online","Reg_Session","First_Half_Session","Second_Half_Session","First_Third_Session","Second_Third_Session","Third_Third_Session","Ten_Week","Thirteen_Week","Other","College_Number"
"4118","Spring 2020_ACCT_400C","Eller College of Management","School of Accountancy","ACCT_400C","ACCT","400C","Inter Financial Acct","Upper Division",108,0,4,4,8,100,0,0,"Spring 2020",2020,0,3.7,3.7,7.4,92.6,0,0,"",3,117069,2,108,128,148,1,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
"4119","Spring 2020_ACCT_420","Eller College of Management","School of Accountancy","ACCT_420","ACCT","420","Principles of Federal Taxation","Upper Division",66,0,0,1,1,64,1,0,"Spring 2020",2020,0,0,1.5,1.5,97,1.5,0,"",3,117094,2,66,82,95,1,0,1,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
"4120","Spring 2020_ACCT_430","Eller College of Management","School of Accountancy","ACCT_430","ACCT","430","Inf Qlt Assur:Mgmt Persp","Upper Division",77,0,1,0,1,76,0,0,"Spring 2020",2020,0,1.3,0,1.3,98.7,0,0,"",3,117075,2,77,90,119,1,0,1,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
"4121","Spring 2020_ACCT_440","Eller College of Management","School of Accountancy","ACCT_440","ACCT","440","Accounting in Healthcare","Upper Division",37,0,0,0,0,37,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,83795,1,37,39,54,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"4122","Spring 2020_ACCT_451","Eller College of Management","School of Accountancy","ACCT_451","ACCT","451","Analysis Fin Statement","Upper Division",114,0,0,1,1,113,0,0,"Spring 2020",2020,0,0,0.9,0.9,99.1,0,0,"",3,197923,3,114,133,120,1,0,1,1,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,2
"4123","Spring 2020_ACCT_461","Eller College of Management","School of Accountancy","ACCT_461","ACCT","461","Accounting Info Systems","Upper Division",83,0,0,2,2,81,0,0,"Spring 2020",2020,0,0,2.4,2.4,97.6,0,0,"",3,117081,2,83,87,116,0,1,0,1,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
"4124","Spring 2020_AED_150A1","College of Agric and Life Sci","Agricultural Education","AED_150A1","AED","150A1","Learn to Teach to Learn","Lower Division",108,0,5,5,10,98,0,0,"Spring 2020",2020,0,4.6,4.6,9.3,90.7,0,0,"",3,266513,3,108,114,3,0,1,0,0,0,2,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,1
"4125","Spring 2020_AED_150C1","College of Agric and Life Sci","Agricultural Education","AED_150C1","AED","150C1","Ag & Life Sciences Literacy","Lower Division",25,0,3,0,3,21,1,0,"Spring 2020",2020,0,12,0,12,84,4,0,"",3,89951,1,25,24,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4126","Spring 2020_AED_210","College of Agric and Life Sci","Agricultural Education","AED_210","AED","210","Resiliency+Human Potentl","Lower Division",24,0,0,1,1,23,0,0,"Spring 2020",2020,0,0,4.2,4.2,95.8,0,0,"",3,83647,1,24,24,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4127","Spring 2020_AED_295B","College of Agric and Life Sci","Agricultural Education","AED_295B","AED","295B","Heritage+Trad Univ of Az","Lower Division",115,0,2,1,3,111,1,0,"Spring 2020",2020,0,1.7,0.9,2.6,96.5,0.9,0,"",2,70705,1,115,210,237,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4128","Spring 2020_AED_437","College of Agric and Life Sci","Agricultural Education","AED_437","AED","437","Methods Facilitating Learning","Upper Division",16,0,0,1,1,15,0,0,"Spring 2020",2020,0,0,6.3,6.3,93.8,0,0,"",3,72750,1,16,16,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4129","Spring 2020_AEDV_310","College of Applied Sci & Tech","Humanities and Science, Div","AEDV_310","AEDV","310","Transitional Resiliency","Upper Division",41,0,0,0,0,41,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,477178,5,41,42,55,0,0,0,0,3,2,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,3,0,0,3,2,0,0,0,0,0,0,3
"4130","Spring 2020_AFAS_150B1","College of Humanities","Africana Studies","AFAS_150B1","AFAS","150B1","Contemporary Afro Brazil","Lower Division",58,0,0,0,0,58,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,78563,1,58,60,60,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"4131","Spring 2020_AFAS_160A1","College of Humanities","Africana Studies","AFAS_160A1","AFAS","160A1","The Africana Experience","Lower Division",190,5,30,29,64,120,6,0,"Spring 2020",2020,2.6,15.8,15.3,33.7,63.2,3.2,0,"",3,154697,2,190,560,64,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,4
"4132","Spring 2020_AFAS_160D1","College of Humanities","Africana Studies","AFAS_160D1","AFAS","160D1","Intro:African Amer Lit","Lower Division",814,2,42,41,85,716,13,0,"Spring 2020",2020,0.2,5.2,5,10.4,88,1.6,0,"",3,169445,2,814,995,52,0,1,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,4
"4133","Spring 2020_AFAS_200","College of Humanities","Africana Studies","AFAS_200","AFAS","200","Introduction- Africana Studies","Lower Division",268,1,33,23,57,204,7,0,"Spring 2020",2020,0.4,12.3,8.6,21.3,76.1,2.6,0,"",3,428518,5,268,560,138,0,0,2,0,0,3,2,0,2,0,2,0,0,0,5,0,0,0,0,0,0,2,3,0,0,0,3,0,2,0,0,0,0,0,0,4
"4134","Spring 2020_AFAS_209","College of Humanities","Africana Studies","AFAS_209","AFAS","209","Afr-Am Hist (1440-1877)","Lower Division",23,2,0,3,5,18,0,0,"Spring 2020",2020,8.7,0,13,21.7,78.3,0,0,"",3,184237,2,23,60,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4
"4135","Spring 2020_AFAS_210","College of Humanities","Africana Studies","AFAS_210","AFAS","210","Afr-Am Hist(1865-Presnt)","Lower Division",29,1,1,2,4,25,0,0,"Spring 2020",2020,3.4,3.4,6.9,13.8,86.2,0,0,"",3,184289,2,29,60,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4
"4136","Spring 2020_AFAS_220","College of Humanities","Africana Studies","AFAS_220","AFAS","220","Intro African Amer Study","Lower Division",60,2,9,9,20,39,1,0,"Spring 2020",2020,3.3,15,15,33.3,65,1.7,0,"",3,351558,4,60,180,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,4
"4137","Spring 2020_AFAS_222","College of Humanities","Africana Studies","AFAS_222","AFAS","222","Afr Am Std:Hist of Ideas","Lower Division",60,1,12,4,17,43,0,0,"Spring 2020",2020,1.7,20,6.7,28.3,71.7,0,0,"",3,235442,3,60,180,175,1,0,0,2,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,4
"4138","Spring 2020_AFAS_223","College of Humanities","Africana Studies","AFAS_223","AFAS","223","African Phil Worlds","Lower Division",8,1,2,0,3,5,0,0,"Spring 2020",2020,12.5,25,0,37.5,62.5,0,0,"",3,92153,1,8,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
"4139","Spring 2020_AFAS_302","College of Humanities","Africana Studies","AFAS_302","AFAS","302","AFAS Research Approaches","Upper Division",45,2,2,7,11,34,0,0,"Spring 2020",2020,4.4,4.4,15.6,24.4,75.6,0,0,"",3,184421,2,45,60,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4
"4140","Spring 2020_AFAS_303","College of Humanities","Africana Studies","AFAS_303","AFAS","303","Black Womanist Writers","Upper Division",19,0,2,4,6,13,0,0,"Spring 2020",2020,0,10.5,21.1,31.6,68.4,0,0,"",3,184729,2,19,60,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4
"4141","Spring 2020_AFAS_306","College of Humanities","Africana Studies","AFAS_306","AFAS","306","Afr Am Autobiog:Wmn+Hist","Upper Division",72,0,4,4,8,63,1,0,"Spring 2020",2020,0,5.6,5.6,11.1,87.5,1.4,0,"",3,92220,1,72,120,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
"4142","Spring 2020_AFAS_308","College of Social & Behav Sci","History","AFAS_308","AFAS","308","The African Slave Trades","Upper Division",6,0,0,0,0,6,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,92068,1,6,35,32,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"4143","Spring 2020_AFAS_310","College of Humanities","Africana Studies","AFAS_310","AFAS","310","Afro-Latin American Literature","Upper Division",48,0,1,1,2,46,0,0,"Spring 2020",2020,0,2.1,2.1,4.2,95.8,0,0,"",3,87910,1,48,60,72,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"4144","Spring 2020_AFAS_320","College of Humanities","Africana Studies","AFAS_320","AFAS","320","African-Amer Slave Narr","Upper Division",121,0,5,3,8,112,1,0,"Spring 2020",2020,0,4.1,2.5,6.6,92.6,0.8,0,"",3,92225,1,121,120,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
"4145","Spring 2020_AFAS_330","College of Social & Behav Sci","School of Govt & Public Policy","AFAS_330","AFAS","330","Minority Group + Am Pol","Upper Division",7,0,0,0,0,7,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,87301,1,7,35,50,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"4146","Spring 2020_AFAS_335","College of Humanities","Religious Studies, Cmt","AFAS_335","AFAS","335","Rap, Culture And God","Upper Division",98,0,8,2,10,84,4,0,"Spring 2020",2020,0,8.2,2,10.2,85.7,4.1,0,"",3,67857,1,98,130,143,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"4147","Spring 2020_AFAS_342","College of Humanities","Africana Studies","AFAS_342","AFAS","342","Writers, Women+The Gods","Upper Division",22,0,5,5,10,11,1,0,"Spring 2020",2020,0,22.7,22.7,45.5,50,4.5,0,"",3,92529,1,22,120,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
"4148","Spring 2020_AFAS_344","College of Humanities","Africana Studies","AFAS_344","AFAS","344","African American Rel","Upper Division",11,0,3,0,3,8,0,0,"Spring 2020",2020,0,27.3,0,27.3,72.7,0,0,"",3,92264,1,11,60,60,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"4149","Spring 2020_AFAS_351","College of Social & Behav Sci","History","AFAS_351","AFAS","351","Race + Class In Lat Am","Upper Division",7,0,5,1,6,1,0,0,"Spring 2020",2020,0,71.4,14.3,85.7,14.3,0,0,"",3,94282,1,7,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
"4150","Spring 2020_AFAS_371","College of Humanities","Africana Studies","AFAS_371","AFAS","371","Hip-Hop Cinema","Upper Division",672,3,67,63,133,530,9,0,"Spring 2020",2020,0.4,10,9.4,19.8,78.9,1.3,0,"",3,154747,2,672,1000,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4
"4151","Spring 2020_AFAS_376","College of Humanities","College of Humanities","AFAS_376","AFAS","376","Global Soccer","Upper Division",48,5,2,5,12,35,1,0,"Spring 2020",2020,10.4,4.2,10.4,25,72.9,2.1,0,"",3,184547,2,48,100,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4
"4152","Spring 2020_AFAS_381","College of Humanities","Africana Studies","AFAS_381","AFAS","381","African/Indigenous Reli","Upper Division",20,0,1,0,1,19,0,0,"Spring 2020",2020,0,5,0,5,95,0,0,"",3,74133,1,20,35,32,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
"4153","Spring 2020_AFAS_421","College of Humanities","Africana Studies","AFAS_421","AFAS","421","Topics in Africana Studies","Upper Division",18,0,0,0,0,18,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,83442,1,18,40,43,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"4154","Spring 2020_AFAS_439","College of Humanities","Africana Studies","AFAS_439","AFAS","439","Blacks in Hollywood","Upper Division",35,0,2,0,2,33,0,0,"Spring 2020",2020,0,5.7,0,5.7,94.3,0,0,"",3,279976,3,35,120,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4
"4155","Spring 2020_AFAS_463","College of Humanities","Africana Studies","AFAS_463","AFAS","463","Doing Business in Africa","Upper Division",11,4,1,2,7,4,0,0,"Spring 2020",2020,36.4,9.1,18.2,63.6,36.4,0,0,"",3,184833,2,11,40,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4
"4156","Spring 2020_AGTM_120","College of Agric and Life Sci","Biosystems Engineering","AGTM_120","AGTM","120","Basic Comptr Skills Off Apps","Lower Division",27,2,4,0,6,21,0,0,"Spring 2020",2020,7.4,14.8,0,22.2,77.8,0,0,"",3,513409,6,27,1160,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,1
"4157","Spring 2020_AGTM_200","College of Agric and Life Sci","Agricultural Education","AGTM_200","AGTM","200","Solar Energy Systems","Lower Division",8,1,0,0,1,7,0,0,"Spring 2020",2020,12.5,0,0,12.5,87.5,0,0,"",3,167541,2,16,48,2,2,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"4158","Spring 2020_AGTM_351","College of Agric and Life Sci","Agricultural Education","AGTM_351","AGTM","351","Oper In Agri Mechanics","Upper Division",24,0,0,0,0,24,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"Y",3,186180,2,48,48,2,0,0,1,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"4159","Spring 2020_AGTM_375","College of Agric and Life Sci","Agricultural Education","AGTM_375","AGTM","375","Legal Issues In Agri","Upper Division",22,0,0,0,0,22,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,95491,1,22,30,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4160","Spring 2020_AGTM_497C","Graduate College","Entomology","AGTM_497C","AGTM","497C","Controlled Envi Agricul IPM","Upper Division",11,0,0,0,0,11,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"Y",3,94192,1,11,35,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
"4161","Spring 2020_AIS_104B","College of Social & Behav Sci","Linguistics","AIS_104B","AIS","104B","Beginning Navajo","Lower Division",16,0,1,0,1,15,0,0,"Spring 2020",2020,0,6.3,0,6.3,93.8,0,0,"",3,66447,1,16,30,30,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"4162","Spring 2020_AIS_160A1","Graduate College","American Indian Studies GIDP","AIS_160A1","AIS","160A1","Many Nations/Native Am","Lower Division",46,1,3,2,6,38,2,0,"Spring 2020",2020,2.2,6.5,4.3,13,82.6,4.3,0,"",3,522624,7,92,249,432,0,2,5,0,0,0,2,0,2,0,5,0,0,0,2,0,0,0,5,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,6
"4163","Spring 2020_AIS_204B","College of Social & Behav Sci","Linguistics","AIS_204B","AIS","204B","Intermediate Navajo","Lower Division",9,0,0,0,0,9,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,67340,1,9,19,32,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"4164","Spring 2020_AIS_210","College of Social & Behav Sci","Linguistics","AIS_210","AIS","210","Amer Indian Languages","Lower Division",28,1,7,8,16,11,1,0,"Spring 2020",2020,3.6,25,28.6,57.1,39.3,3.6,0,"",3,154034,2,28,55,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,5
"4165","Spring 2020_AIS_212","College of Humanities","Religious Studies, Cmt","AIS_212","AIS","212","Intro to American Indian Reli","Lower Division",33,1,3,0,4,29,0,0,"Spring 2020",2020,3,9.1,0,12.1,87.9,0,0,"",3,84881,1,33,60,59,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"4166","Spring 2020_AIS_220","Graduate College","American Indian Studies GIDP","AIS_220","AIS","220","Contemp Am Indian Issues","Lower Division",10,0,3,0,3,7,0,0,"Spring 2020",2020,0,30,0,30,70,0,0,"",3,74038,1,10,40,40,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
"4167","Spring 2020_AIS_307B","College of Social & Behav Sci","Linguistics","AIS_307B","AIS","307B","Elem O'Odham Language","Upper Division",10,0,1,0,1,8,1,0,"Spring 2020",2020,0,10,0,10,80,10,0,"",3,67272,1,10,10,22,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"4168","Spring 2020_AIS_336","Graduate College","American Indian Studies GIDP","AIS_336","AIS","336","Hist/Phil of Dine People","Upper Division",14,0,1,1,2,12,0,0,"Spring 2020",2020,0,7.1,7.1,14.3,85.7,0,0,"",3,95704,1,14,30,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
"4169","Spring 2020_AIS_344","Graduate College","American Indian Studies GIDP","AIS_344","AIS","344","Native Americans In Film","Upper Division",12,0,4,2,6,6,0,0,"Spring 2020",2020,0,33.3,16.7,50,50,0,0,"",3,96854,1,12,25,25,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6
"4170","Spring 2020_AIS_346","College of Social & Behav Sci","School of Anthropology","AIS_346","AIS","346","Clovis To Coronado","Upper Division",17,0,0,1,1,16,0,0,"Spring 2020",2020,0,0,5.9,5.9,94.1,0,0,"",3,81238,1,17,30,36,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"4171","Spring 2020_AIS_381","College of Humanities","Africana Studies","AIS_381","AIS","381","African/Indigenous Reli","Upper Division",7,0,1,1,2,5,0,0,"Spring 2020",2020,0,14.3,14.3,28.6,71.4,0,0,"",3,76699,1,7,35,32,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
"4172","Spring 2020_AIS_437","College of Social & Behav Sci","Sociology","AIS_437","AIS","437","Indigenous Health","Upper Division",8,0,1,3,4,4,0,0,"Spring 2020",2020,0,12.5,37.5,50,50,0,0,"",3,92016,1,8,77,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5
"4173","Spring 2020_AIS_450","Graduate College","American Indian Studies GIDP","AIS_450","AIS","450","American Indian Women","Upper Division",12,0,0,0,0,12,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,67155,1,12,30,32,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
"4174","Spring 2020_ALC_196A","College of Agric and Life Sci","Agricultural Education","ALC_196A","ALC","196A","Develop Entrepreneurial MInd","Lower Division",25,0,1,0,1,24,0,0,"Spring 2020",2020,0,4,0,4,96,0,0,"",1,192631,2,25,100,114,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"4175","Spring 2020_ALC_309","College of Agric and Life Sci","Agricultural Education","ALC_309","ALC","309","Ldrshp Prins & Practices","Upper Division",29,0,0,0,0,29,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,87272,1,29,31,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4176","Spring 2020_ALC_409","College of Agric and Life Sci","Agricultural Education","ALC_409","ALC","409","Team & Organization Leadership","Upper Division",31,1,4,1,6,24,1,0,"Spring 2020",2020,3.2,12.9,3.2,19.4,77.4,3.2,0,"",3,87271,1,31,55,72,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4177","Spring 2020_ALC_410","College of Agric and Life Sci","Agricultural Education","ALC_410","ALC","410","Entrepreneurial Leadership","Upper Division",28,0,0,0,0,28,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,370092,4,28,30,4,0,0,4,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1
"4178","Spring 2020_AME_105","College of Engineering","Aerospace & Mechanical Engr","AME_105","AME","105","Introduction to MATLAB I","Lower Division",213,3,9,19,31,182,0,0,"Spring 2020",2020,1.4,4.2,8.9,14.6,85.4,0,0,"",1,570041,6,426,428,217,0,0,3,0,0,3,1,0,1,0,1,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,7
"4179","Spring 2020_AME_170B1","College of Engineering","Aerospace & Mechanical Engr","AME_170B1","AME","170B1","Aeronautics:Sci+People","Lower Division",69,1,6,2,9,58,2,0,"Spring 2020",2020,1.4,8.7,2.9,13,84.1,2.9,0,"",3,489902,7,138,103,265,2,1,2,2,0,0,2,0,2,5,0,0,0,0,2,0,0,0,5,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,7
"4180","Spring 2020_AME_205","College of Engineering","Aerospace & Mechanical Engr","AME_205","AME","205","Introduction to MATLAB II","Lower Division",29,1,2,2,5,24,0,0,"Spring 2020",2020,3.4,6.9,6.9,17.2,82.8,0,0,"",1,191538,2,58,50,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,7
"4181","Spring 2020_AME_211","College of Engineering","Aerospace & Mechanical Engr","AME_211","AME","211","Computer-Aided Drafting/Mfg","Lower Division",65,0,10,2,12,51,2,0,"Spring 2020",2020,0,15.4,3.1,18.5,78.5,3.1,0,"",3,93940,1,65,100,130,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"4182","Spring 2020_AME_220","College of Engineering","Aerospace & Mechanical Engr","AME_220","AME","220","Intro to Aerospace Engineering","Lower Division",61,0,1,0,1,58,2,0,"Spring 2020",2020,0,1.6,0,1.6,95.1,3.3,0,"",3,79524,1,61,60,155,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"4183","Spring 2020_AME_230","College of Engineering","Aerospace & Mechanical Engr","AME_230","AME","230","Thermodynamics","Lower Division",196,2,10,5,17,177,2,0,"Spring 2020",2020,1,5.1,2.6,8.7,90.3,1,0,"",3,142094,2,196,200,222,1,1,0,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,7
"4184","Spring 2020_AME_250","College of Engineering","Aerospace & Mechanical Engr","AME_250","AME","250","Dynamics","Lower Division",117,0,0,0,0,117,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,151215,2,117,160,163,1,0,0,0,1,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,7
